,group,event,date,time,azim,elev,distance,radialvelocity
781,4,,06/18/2023,14:24:14,116.56,11.8,1375.81,6281.75
782,4,,06/18/2023,14:24:16,116.79,11.57,1388.39,6296.5
783,4,,06/18/2023,14:24:18,117.01,11.35,1400.99,6310.83
784,4,,06/18/2023,14:24:20,117.24,11.14,1413.63,6324.74
785,4,,06/18/2023,14:24:22,117.45,10.92,1426.29,6338.26
786,4,,06/18/2023,14:24:24,117.67,10.71,1438.98,6351.4
787,4,,06/18/2023,14:24:26,117.88,10.5,1451.7,6364.16
788,4,,06/18/2023,14:24:28,118.08,10.29,1464.44,6376.56
789,4,,06/18/2023,14:24:30,118.28,10.08,1477.2,6388.62
790,4,,06/18/2023,14:24:32,118.48,9.88,1489.99,6400.33
791,4,,06/18/2023,14:24:34,118.68,9.68,1502.8,6411.72
792,4,,06/18/2023,14:24:36,118.87,9.48,1515.64,6422.8
793,4,,06/18/2023,14:24:38,119.06,9.28,1528.5,6433.56
794,4,,06/18/2023,14:24:40,119.24,9.08,1541.37,6444.03
795,4,,06/18/2023,14:24:42,119.42,8.89,1554.27,6454.21
796,4,,06/18/2023,14:24:44,119.6,8.7,1567.19,6464.11
797,4,,06/18/2023,14:24:46,119.78,8.51,1580.13,6473.74
798,4,,06/18/2023,14:24:48,119.95,8.32,1593.08,6483.11
799,4,,06/18/2023,14:24:50,120.12,8.14,1606.06,6492.22
800,4,,06/18/2023,14:24:52,120.28,7.96,1619.05,6501.09
801,4,,06/18/2023,14:24:54,120.45,7.77,1632.06,6509.71
802,4,,06/18/2023,14:24:56,120.61,7.59,1645.09,6518.1
803,4,,06/18/2023,14:24:58,120.77,7.42,1658.14,6526.27
804,4,,06/18/2023,14:25:00,120.92,7.24,1671.2,6534.21
805,4,,06/18/2023,14:25:02,121.08,7.07,1684.27,6541.94
806,4,,06/18/2023,14:25:04,121.23,6.89,1697.36,6549.46
807,4,,06/18/2023,14:25:06,121.38,6.72,1710.47,6556.78
808,4,,06/18/2023,14:25:08,121.52,6.55,1723.59,6563.91
809,4,,06/18/2023,14:25:10,121.67,6.38,1736.73,6570.84
810,4,,06/18/2023,14:25:12,121.81,6.22,1749.88,6577.59
811,4,,06/18/2023,14:25:14,121.95,6.05,1763.04,6584.16
812,4,,06/18/2023,14:25:16,122.09,5.89,1776.21,6590.55
813,4,,06/18/2023,14:25:18,122.22,5.73,1789.4,6596.77
814,4,,06/18/2023,14:25:20,122.35,5.56,1802.6,6602.83
815,4,,06/18/2023,14:25:22,122.49,5.41,1815.81,6608.73
816,4,,06/18/2023,14:25:24,122.62,5.25,1829.03,6614.46
817,4,,06/18/2023,14:25:26,122.74,5.09,1842.27,6620.05
818,4,,06/18/2023,14:25:28,122.87,4.93,1855.51,6625.48
819,4,,06/18/2023,14:25:30,122.99,4.78,1868.77,6630.77
820,4,,06/18/2023,14:25:32,123.11,4.63,1882.04,6635.92
821,4,,06/18/2023,14:25:34,123.23,4.48,1895.31,6640.93
822,4,,06/18/2023,14:25:36,123.35,4.32,1908.6,6645.81
823,4,,06/18/2023,14:25:38,123.47,4.18,1921.9,6650.55
824,4,,06/18/2023,14:25:40,123.59,4.03,1935.2,6655.17
825,4,,06/18/2023,14:25:42,123.7,3.88,1948.52,6659.66
826,4,,06/18/2023,14:25:44,123.81,3.73,1961.84,6664.03
827,4,,06/18/2023,14:25:46,123.92,3.59,1975.17,6668.28
828,4,,06/18/2023,14:25:48,124.03,3.44,1988.51,6672.42
829,4,,06/18/2023,14:25:50,124.14,3.3,2001.86,6676.44
830,4,,06/18/2023,14:25:52,124.25,3.16,2015.22,6680.36
831,4,,06/18/2023,14:25:54,124.35,3.02,2028.58,6684.16
832,4,,06/18/2023,14:25:56,124.45,2.88,2041.96,6687.86
833,4,,06/18/2023,14:25:58,124.56,2.74,2055.34,6691.46
834,4,,06/18/2023,14:26:00,124.66,2.6,2068.72,6694.96
835,4,,06/18/2023,14:26:02,124.76,2.47,2082.12,6698.36
836,4,,06/18/2023,14:26:04,124.86,2.33,2095.51,6701.67
837,4,,06/18/2023,14:26:06,124.95,2.19,2108.92,6704.88
838,4,,06/18/2023,14:26:08,125.05,2.06,2122.33,6708.0
839,4,,06/18/2023,14:26:10,125.14,1.93,2135.75,6711.03
840,4,,06/18/2023,14:26:12,125.24,1.79,2149.18,6713.97
841,4,,06/18/2023,14:26:14,125.33,1.66,2162.61,6716.83
842,4,,06/18/2023,14:26:16,125.42,1.53,2176.05,6719.61
843,4,,06/18/2023,14:26:18,125.51,1.4,2189.49,6722.3
844,4,,06/18/2023,14:26:20,125.6,1.27,2202.93,6724.91
845,4,,06/18/2023,14:26:22,125.69,1.14,2216.39,6727.45
846,4,,06/18/2023,14:26:24,125.77,1.02,2229.84,6729.9
847,4,,06/18/2023,14:26:26,125.86,0.89,2243.31,6732.29
848,4,,06/18/2023,14:26:28,125.95,0.76,2256.77,6734.6
849,4,,06/18/2023,14:26:30,126.03,0.64,2270.25,6736.84
850,4,,06/18/2023,14:26:32,126.11,0.51,2283.72,6739.0
851,4,,06/18/2023,14:26:34,126.19,0.39,2297.2,6741.1
852,4,,06/18/2023,14:26:36,126.27,0.27,2310.69,6743.13
853,4,,06/18/2023,14:26:38,126.35,0.14,2324.17,6745.1
854,4,,06/18/2023,14:26:40,126.43,0.02,2337.67,6747.0
855,4,LOS,06/18/2023,14:26:40,126.45,-0.0,2340.23,6747.35
856,5,AOS,06/18/2023,15:53:36,287.32,0.0,2342.72,-5282.54
857,5,,06/18/2023,15:53:38,287.11,0.09,2333.17,-5266.53
858,5,,06/18/2023,15:53:40,286.87,0.18,2322.66,-5248.58
859,5,,06/18/2023,15:53:42,286.63,0.28,2312.18,-5230.36
860,5,,06/18/2023,15:53:44,286.39,0.37,2301.74,-5211.87
861,5,,06/18/2023,15:53:46,286.15,0.47,2291.33,-5193.11
862,5,,06/18/2023,15:53:48,285.91,0.56,2280.97,-5174.07
863,5,,06/18/2023,15:53:50,285.66,0.66,2270.64,-5154.74
864,5,,06/18/2023,15:53:52,285.41,0.75,2260.35,-5135.12
865,5,,06/18/2023,15:53:54,285.16,0.85,2250.1,-5115.21
866,5,,06/18/2023,15:53:56,284.91,0.94,2239.89,-5095.01
867,5,,06/18/2023,15:53:58,284.65,1.04,2229.72,-5074.51
868,5,,06/18/2023,15:54:00,284.39,1.14,2219.59,-5053.7
869,5,,06/18/2023,15:54:02,284.13,1.23,2209.5,-5032.58
870,5,,06/18/2023,15:54:04,283.87,1.33,2199.46,-5011.16
871,5,,06/18/2023,15:54:06,283.6,1.42,2189.46,-4989.41
872,5,,06/18/2023,15:54:08,283.34,1.52,2179.5,-4967.34
873,5,,06/18/2023,15:54:10,283.07,1.62,2169.59,-4944.95
874,5,,06/18/2023,15:54:12,282.79,1.71,2159.72,-4922.23
875,5,,06/18/2023,15:54:14,282.52,1.81,2149.9,-4899.17
876,5,,06/18/2023,15:54:16,282.24,1.9,2140.12,-4875.78
877,5,,06/18/2023,15:54:18,281.96,2.0,2130.4,-4852.04
878,5,,06/18/2023,15:54:20,281.67,2.1,2120.72,-4827.96
879,5,,06/18/2023,15:54:22,281.39,2.19,2111.09,-4803.52
880,5,,06/18/2023,15:54:24,281.1,2.29,2101.5,-4778.72
881,5,,06/18/2023,15:54:26,280.81,2.38,2091.97,-4753.57
882,5,,06/18/2023,15:54:28,280.51,2.48,2082.49,-4728.04
883,5,,06/18/2023,15:54:30,280.22,2.58,2073.06,-4702.15
884,5,,06/18/2023,15:54:32,279.92,2.67,2063.68,-4675.88
885,5,,06/18/2023,15:54:34,279.61,2.77,2054.36,-4649.24
886,5,,06/18/2023,15:54:36,279.31,2.87,2045.08,-4622.21
887,5,,06/18/2023,15:54:38,279.0,2.96,2035.87,-4594.78
888,5,,06/18/2023,15:54:40,278.69,3.06,2026.71,-4566.97
889,5,,06/18/2023,15:54:42,278.37,3.15,2017.6,-4538.76
890,5,,06/18/2023,15:54:44,278.06,3.25,2008.55,-4510.14
891,5,,06/18/2023,15:54:46,277.74,3.34,1999.56,-4481.12
892,5,,06/18/2023,15:54:48,277.41,3.44,1990.63,-4451.69
893,5,,06/18/2023,15:54:50,277.09,3.53,1981.75,-4421.84
894,5,,06/18/2023,15:54:52,276.76,3.63,1972.94,-4391.56
895,5,,06/18/2023,15:54:54,276.43,3.72,1964.19,-4360.87
896,5,,06/18/2023,15:54:56,276.09,3.82,1955.5,-4329.74
897,5,,06/18/2023,15:54:58,275.75,3.91,1946.87,-4298.18
898,5,,06/18/2023,15:55:00,275.41,4.01,1938.3,-4266.17
899,5,,06/18/2023,15:55:02,275.07,4.1,1929.8,-4233.73
900,5,,06/18/2023,15:55:04,274.72,4.2,1921.37,-4200.84
901,5,,06/18/2023,15:55:06,274.37,4.29,1913.0,-4167.49
902,5,,06/18/2023,15:55:08,274.01,4.38,1904.7,-4133.69
903,5,,06/18/2023,15:55:10,273.66,4.48,1896.47,-4099.43
904,5,,06/18/2023,15:55:12,273.3,4.57,1888.3,-4064.71
905,5,,06/18/2023,15:55:14,272.93,4.66,1880.21,-4029.51
906,5,,06/18/2023,15:55:16,272.57,4.76,1872.18,-3993.85
907,5,,06/18/2023,15:55:18,272.19,4.85,1864.23,-3957.71
908,5,,06/18/2023,15:55:20,271.82,4.94,1856.35,-3921.09
909,5,,06/18/2023,15:55:22,271.44,5.03,1848.55,-3883.98
910,5,,06/18/2023,15:55:24,271.06,5.12,1840.82,-3846.39
911,5,,06/18/2023,15:55:26,270.68,5.21,1833.16,-3808.31
912,5,,06/18/2023,15:55:28,270.29,5.3,1825.59,-3769.73
913,5,,06/18/2023,15:55:30,269.9,5.39,1818.08,-3730.66
914,5,,06/18/2023,15:55:32,269.51,5.48,1810.66,-3691.09
915,5,,06/18/2023,15:55:34,269.11,5.57,1803.32,-3651.02
916,5,,06/18/2023,15:55:36,268.71,5.66,1796.06,-3610.45
917,5,,06/18/2023,15:55:38,268.31,5.74,1788.88,-3569.36
918,5,,06/18/2023,15:55:40,267.9,5.83,1781.78,-3527.77
919,5,,06/18/2023,15:55:42,267.49,5.92,1774.77,-3485.67
920,5,,06/18/2023,15:55:44,267.08,6.0,1767.84,-3443.05
921,5,,06/18/2023,15:55:46,266.66,6.09,1761.0,-3399.92
922,5,,06/18/2023,15:55:48,266.24,6.17,1754.24,-3356.27
923,5,,06/18/2023,15:55:50,265.82,6.26,1747.57,-3312.11
924,5,,06/18/2023,15:55:52,265.39,6.34,1740.99,-3267.43
925,5,,06/18/2023,15:55:54,264.96,6.42,1734.5,-3222.22
926,5,,06/18/2023,15:55:56,264.52,6.5,1728.1,-3176.5
927,5,,06/18/2023,15:55:58,264.09,6.59,1721.8,-3130.27
928,5,,06/18/2023,15:56:00,263.65,6.67,1715.58,-3083.51
929,5,,06/18/2023,15:56:02,263.2,6.74,1709.46,-3036.23
930,5,,06/18/2023,15:56:04,262.75,6.82,1703.44,-2988.43
931,5,,06/18/2023,15:56:06,262.3,6.9,1697.51,-2940.12
932,5,,06/18/2023,15:56:08,261.85,6.98,1691.68,-2891.29
933,5,,06/18/2023,15:56:10,261.39,7.05,1685.95,-2841.95
934,5,,06/18/2023,15:56:12,260.93,7.13,1680.31,-2792.09
935,5,,06/18/2023,15:56:14,260.47,7.2,1674.78,-2741.73
936,5,,06/18/2023,15:56:16,260.0,7.27,1669.34,-2690.86
937,5,,06/18/2023,15:56:18,259.53,7.35,1664.01,-2639.48
938,5,,06/18/2023,15:56:20,259.05,7.42,1658.79,-2587.6
939,5,,06/18/2023,15:56:22,258.58,7.49,1653.66,-2535.23
940,5,,06/18/2023,15:56:24,258.1,7.55,1648.65,-2482.36
941,5,,06/18/2023,15:56:26,257.62,7.62,1643.73,-2429.01
942,5,,06/18/2023,15:56:28,257.13,7.69,1638.93,-2375.17
943,5,,06/18/2023,15:56:30,256.64,7.75,1634.23,-2320.85
944,5,,06/18/2023,15:56:32,256.15,7.81,1629.65,-2266.06
945,5,,06/18/2023,15:56:34,255.65,7.88,1625.17,-2210.8
946,5,,06/18/2023,15:56:36,255.16,7.94,1620.8,-2155.08
947,5,,06/18/2023,15:56:38,254.66,8.0,1616.55,-2098.91
948,5,,06/18/2023,15:56:40,254.15,8.06,1612.41,-2042.3
949,5,,06/18/2023,15:56:42,253.65,8.11,1608.38,-1985.24
950,5,,06/18/2023,15:56:44,253.14,8.17,1604.47,-1927.75
951,5,,06/18/2023,15:56:46,252.63,8.22,1600.67,-1869.85
952,5,,06/18/2023,15:56:48,252.11,8.27,1596.99,-1811.53
953,5,,06/18/2023,15:56:50,251.6,8.32,1593.43,-1752.8
954,5,,06/18/2023,15:56:52,251.08,8.37,1589.98,-1693.68
955,5,,06/18/2023,15:56:54,250.56,8.42,1586.65,-1634.18
956,5,,06/18/2023,15:56:56,250.03,8.47,1583.44,-1574.3
957,5,,06/18/2023,15:56:58,249.51,8.51,1580.35,-1514.07
958,5,,06/18/2023,15:57:00,248.98,8.55,1577.39,-1453.48
959,5,,06/18/2023,15:57:02,248.45,8.6,1574.54,-1392.55
960,5,,06/18/2023,15:57:04,247.92,8.64,1571.82,-1331.29
961,5,,06/18/2023,15:57:06,247.39,8.67,1569.21,-1269.72
962,5,,06/18/2023,15:57:08,246.85,8.71,1566.74,-1207.84
963,5,,06/18/2023,15:57:10,246.31,8.74,1564.38,-1145.68
964,5,,06/18/2023,15:57:12,245.77,8.78,1562.15,-1083.24
965,5,,06/18/2023,15:57:14,245.23,8.81,1560.05,-1020.54
966,5,,06/18/2023,15:57:16,244.69,8.84,1558.07,-957.59
967,5,,06/18/2023,15:57:18,244.15,8.86,1556.22,-894.41
968,5,,06/18/2023,15:57:20,243.6,8.89,1554.5,-831.01
969,5,,06/18/2023,15:57:22,243.06,8.91,1552.9,-767.4
970,5,,06/18/2023,15:57:24,242.51,8.93,1551.43,-703.6
971,5,,06/18/2023,15:57:26,241.96,8.95,1550.08,-639.63
972,5,,06/18/2023,15:57:28,241.41,8.97,1548.87,-575.51
973,5,,06/18/2023,15:57:30,240.86,8.99,1547.78,-511.24
974,5,,06/18/2023,15:57:32,240.31,9.0,1546.82,-446.84
975,5,,06/18/2023,15:57:34,239.76,9.01,1545.99,-382.33
976,5,,06/18/2023,15:57:36,239.21,9.02,1545.29,-317.73
977,5,,06/18/2023,15:57:38,238.65,9.03,1544.72,-253.05
978,5,,06/18/2023,15:57:40,238.1,9.04,1544.28,-188.31
979,5,,06/18/2023,15:57:42,237.55,9.04,1543.97,-123.53
980,5,,06/18/2023,15:57:44,236.99,9.05,1543.79,-58.71
981,5,MAX,06/18/2023,15:57:45,236.56,9.05,1543.73,-8.11
982,5,,06/18/2023,15:57:46,236.44,9.05,1543.73,6.11
983,5,,06/18/2023,15:57:48,235.89,9.04,1543.81,70.93
984,5,,06/18/2023,15:57:50,235.33,9.04,1544.02,135.73
985,5,,06/18/2023,15:57:52,234.78,9.04,1544.35,200.49
986,5,,06/18/2023,15:57:54,234.23,9.03,1544.82,265.2
987,5,,06/18/2023,15:57:56,233.68,9.02,1545.42,329.83
988,5,,06/18/2023,15:57:58,233.12,9.01,1546.14,394.38
989,5,,06/18/2023,15:58:00,232.57,9.0,1546.99,458.82
990,5,,06/18/2023,15:58:02,232.02,8.98,1547.97,523.14
991,5,,06/18/2023,15:58:04,231.47,8.96,1549.09,587.33
992,5,,06/18/2023,15:58:06,230.92,8.95,1550.32,651.36
993,5,,06/18/2023,15:58:08,230.37,8.92,1551.69,715.23
994,5,,06/18/2023,15:58:10,229.83,8.9,1553.18,778.91
995,5,,06/18/2023,15:58:12,229.28,8.88,1554.81,842.4
996,5,,06/18/2023,15:58:14,228.74,8.85,1556.55,905.67
997,5,,06/18/2023,15:58:16,228.19,8.82,1558.43,968.71
998,5,,06/18/2023,15:58:18,227.65,8.79,1560.43,1031.51
999,5,,06/18/2023,15:58:20,227.11,8.76,1562.55,1094.05
1000,5,,06/18/2023,15:58:22,226.57,8.73,1564.8,1156.33
1001,5,,06/18/2023,15:58:24,226.04,8.69,1567.18,1218.31
1002,5,,06/18/2023,15:58:26,225.5,8.66,1569.68,1280.0
1003,5,,06/18/2023,15:58:28,224.97,8.62,1572.3,1341.38
1004,5,,06/18/2023,15:58:30,224.44,8.58,1575.04,1402.44
1005,5,,06/18/2023,15:58:32,223.91,8.54,1577.91,1463.16
1006,5,,06/18/2023,15:58:34,223.38,8.49,1580.9,1523.53
1007,5,,06/18/2023,15:58:36,222.85,8.45,1584.0,1583.55
1008,5,,06/18/2023,15:58:38,222.33,8.4,1587.23,1643.19
1009,5,,06/18/2023,15:58:40,221.81,8.35,1590.58,1702.46
1010,5,,06/18/2023,15:58:42,221.29,8.3,1594.04,1761.33
1011,5,,06/18/2023,15:58:44,220.78,8.25,1597.62,1819.8
1012,5,,06/18/2023,15:58:46,220.26,8.2,1601.32,1877.87
1013,5,,06/18/2023,15:58:48,219.75,8.14,1605.13,1935.51
1014,5,,06/18/2023,15:58:50,219.24,8.09,1609.06,1992.73
1015,5,,06/18/2023,15:58:52,218.74,8.03,1613.1,2049.5
1016,5,,06/18/2023,15:58:54,218.24,7.97,1617.26,2105.84
1017,5,,06/18/2023,15:58:56,217.74,7.91,1621.52,2161.72
1018,5,,06/18/2023,15:58:58,217.24,7.85,1625.9,2217.14
1019,5,,06/18/2023,15:59:00,216.74,7.79,1630.39,2272.1
1020,5,,06/18/2023,15:59:02,216.25,7.72,1634.99,2326.59
1021,5,,06/18/2023,15:59:04,215.77,7.66,1639.7,2380.6
1022,5,,06/18/2023,15:59:06,215.28,7.59,1644.51,2434.12
1023,5,,06/18/2023,15:59:08,214.8,7.52,1649.44,2487.16
1024,5,,06/18/2023,15:59:10,214.32,7.46,1654.46,2539.71
1025,5,,06/18/2023,15:59:12,213.84,7.39,1659.59,2591.75
1026,5,,06/18/2023,15:59:14,213.37,7.31,1664.83,2643.3
1027,5,,06/18/2023,15:59:16,212.9,7.24,1670.17,2694.34
1028,5,,06/18/2023,15:59:18,212.43,7.17,1675.61,2744.88
1029,5,,06/18/2023,15:59:20,211.97,7.1,1681.15,2794.9
1030,5,,06/18/2023,15:59:22,211.51,7.02,1686.79,2844.41
1031,5,,06/18/2023,15:59:24,211.05,6.94,1692.52,2893.41
1032,5,,06/18/2023,15:59:26,210.6,6.87,1698.36,2941.89
1033,5,,06/18/2023,15:59:28,210.15,6.79,1704.29,2989.85
1034,5,,06/18/2023,15:59:30,209.7,6.71,1710.32,3037.29
1035,5,,06/18/2023,15:59:32,209.26,6.63,1716.44,3084.21
1036,5,,06/18/2023,15:59:34,208.81,6.55,1722.65,3130.61
1037,5,,06/18/2023,15:59:36,208.38,6.47,1728.96,3176.49
1038,5,,06/18/2023,15:59:38,207.94,6.39,1735.36,3221.84
1039,5,,06/18/2023,15:59:40,207.51,6.31,1741.85,3266.68
1040,5,,06/18/2023,15:59:42,207.09,6.22,1748.43,3311.0
1041,5,,06/18/2023,15:59:44,206.66,6.14,1755.09,3354.79
1042,5,,06/18/2023,15:59:46,206.24,6.05,1761.84,3398.07
1043,5,,06/18/2023,15:59:48,205.82,5.97,1768.68,3440.83
1044,5,,06/18/2023,15:59:50,205.41,5.88,1775.61,3483.08
1045,5,,06/18/2023,15:59:52,205.0,5.8,1782.62,3524.81
1046,5,,06/18/2023,15:59:54,204.59,5.71,1789.71,3566.03
1047,5,,06/18/2023,15:59:56,204.19,5.62,1796.88,3606.73
1048,5,,06/18/2023,15:59:58,203.79,5.53,1804.13,3646.94
1049,5,,06/18/2023,16:00:00,203.39,5.44,1811.47,3686.63
1050,5,,06/18/2023,16:00:02,203.0,5.35,1818.88,3725.83
1051,5,,06/18/2023,16:00:04,202.61,5.26,1826.37,3764.52
1052,5,,06/18/2023,16:00:06,202.22,5.17,1833.94,3802.72
1053,5,,06/18/2023,16:00:08,201.84,5.08,1841.58,3840.43
1054,5,,06/18/2023,16:00:10,201.46,4.99,1849.3,3877.64
1055,5,,06/18/2023,16:00:12,201.08,4.9,1857.09,3914.37
1056,5,,06/18/2023,16:00:14,200.71,4.81,1864.96,3950.61
1057,5,,06/18/2023,16:00:16,200.34,4.72,1872.89,3986.38
1058,5,,06/18/2023,16:00:18,199.97,4.63,1880.9,4021.67
1059,5,,06/18/2023,16:00:20,199.61,4.53,1888.98,4056.49
1060,5,,06/18/2023,16:00:22,199.25,4.44,1897.13,4090.84
1061,5,,06/18/2023,16:00:24,198.89,4.35,1905.34,4124.72
1062,5,,06/18/2023,16:00:26,198.53,4.25,1913.63,4158.15
1063,5,,06/18/2023,16:00:28,198.18,4.16,1921.97,4191.12
1064,5,,06/18/2023,16:00:30,197.84,4.06,1930.39,4223.64
1065,5,,06/18/2023,16:00:32,197.49,3.97,1938.87,4255.71
1066,5,,06/18/2023,16:00:34,197.15,3.88,1947.41,4287.34
1067,5,,06/18/2023,16:00:36,196.81,3.78,1956.02,4318.54
1068,5,,06/18/2023,16:00:38,196.47,3.69,1964.69,4349.29
1069,5,,06/18/2023,16:00:40,196.14,3.59,1973.41,4379.62
1070,5,,06/18/2023,16:00:42,195.81,3.5,1982.2,4409.53
1071,5,,06/18/2023,16:00:44,195.49,3.4,1991.05,4439.01
1072,5,,06/18/2023,16:00:46,195.16,3.31,1999.96,4468.08
1073,5,,06/18/2023,16:00:48,194.84,3.21,2008.92,4496.73
1074,5,,06/18/2023,16:00:50,194.52,3.12,2017.95,4524.99
1075,5,,06/18/2023,16:00:52,194.21,3.02,2027.02,4552.83
1076,5,,06/18/2023,16:00:54,193.9,2.92,2036.16,4580.29
1077,5,,06/18/2023,16:00:56,193.59,2.83,2045.35,4607.35
1078,5,,06/18/2023,16:00:58,193.28,2.73,2054.59,4634.02
1079,5,,06/18/2023,16:01:00,192.98,2.64,2063.88,4660.3
1080,5,,06/18/2023,16:01:02,192.68,2.54,2073.23,4686.21
1081,5,,06/18/2023,16:01:04,192.38,2.44,2082.63,4711.75
1082,5,,06/18/2023,16:01:06,192.08,2.35,2092.07,4736.92
1083,5,,06/18/2023,16:01:08,191.79,2.25,2101.57,4761.72
1084,5,,06/18/2023,16:01:10,191.5,2.16,2111.12,4786.16
1085,5,,06/18/2023,16:01:12,191.22,2.06,2120.72,4810.25
1086,5,,06/18/2023,16:01:14,190.93,1.96,2130.36,4833.98
1087,5,,06/18/2023,16:01:16,190.65,1.87,2140.05,4857.37
1088,5,,06/18/2023,16:01:18,190.37,1.77,2149.79,4880.41
1089,5,,06/18/2023,16:01:20,190.09,1.68,2159.57,4903.12
1090,5,,06/18/2023,16:01:22,189.82,1.58,2169.4,4925.5
1091,5,,06/18/2023,16:01:24,189.55,1.48,2179.28,4947.55
1092,5,,06/18/2023,16:01:26,189.28,1.39,2189.19,4969.27
1093,5,,06/18/2023,16:01:28,189.01,1.29,2199.15,4990.67
1094,5,,06/18/2023,16:01:30,188.75,1.2,2209.16,5011.76
1095,5,,06/18/2023,16:01:32,188.49,1.1,2219.2,5032.53
1096,5,,06/18/2023,16:01:34,188.23,1.01,2229.29,5053.0
1097,5,,06/18/2023,16:01:36,187.97,0.91,2239.41,5073.17
1098,5,,06/18/2023,16:01:38,187.71,0.81,2249.58,5093.04
1099,5,,06/18/2023,16:01:40,187.46,0.72,2259.78,5112.61
1100,5,,06/18/2023,16:01:42,187.21,0.62,2270.03,5131.89
1101,5,,06/18/2023,16:01:44,186.96,0.53,2280.31,5150.88
1102,5,,06/18/2023,16:01:46,186.72,0.43,2290.63,5169.6
1103,5,,06/18/2023,16:01:48,186.47,0.34,2300.99,5188.03
1104,5,,06/18/2023,16:01:50,186.23,0.24,2311.38,5206.19
1105,5,,06/18/2023,16:01:52,185.99,0.15,2321.81,5224.08
1106,5,,06/18/2023,16:01:54,185.76,0.05,2332.28,5241.7
1107,5,LOS,06/18/2023,16:01:55,185.62,-0.0,2338.3,5251.69
