group	event	date	time	azim	elev	distance	radialvelocity
1		06/18/2023	06:13:24	25.97	2.12	2113.96	6493.4
1		06/18/2023	06:13:25	26.04	2.05	2120.46	6496.11
1		06/18/2023	06:13:26	26.11	1.99	2126.95	6498.78
1		06/18/2023	06:13:27	26.17	1.92	2133.45	6501.42
1		06/18/2023	06:13:28	26.24	1.86	2139.96	6504.03
1		06/18/2023	06:13:29	26.31	1.8	2146.46	6506.61
1		06/18/2023	06:13:30	26.37	1.73	2152.97	6509.15
1		06/18/2023	06:13:31	26.44	1.67	2159.48	6511.67
1		06/18/2023	06:13:32	26.5	1.61	2165.99	6514.15
1		06/18/2023	06:13:33	26.57	1.54	2172.51	6516.61
1		06/18/2023	06:13:34	26.63	1.48	2179.03	6519.03
1		06/18/2023	06:13:35	26.7	1.42	2185.55	6521.42
1		06/18/2023	06:13:36	26.76	1.35	2192.07	6523.79
1		06/18/2023	06:13:37	26.83	1.29	2198.59	6526.13
1		06/18/2023	06:13:38	26.89	1.23	2205.12	6528.43
1		06/18/2023	06:13:39	26.95	1.17	2211.65	6530.71
1		06/18/2023	06:13:40	27.01	1.11	2218.18	6532.96
1		06/18/2023	06:13:41	27.08	1.04	2224.72	6535.19
1		06/18/2023	06:13:42	27.14	0.98	2231.25	6537.38
1		06/18/2023	06:13:43	27.2	0.92	2237.79	6539.55
1		06/18/2023	06:13:44	27.26	0.86	2244.33	6541.69
1		06/18/2023	06:13:45	27.32	0.8	2250.88	6543.81
1		06/18/2023	06:13:46	27.38	0.74	2257.42	6545.9
1		06/18/2023	06:13:47	27.44	0.68	2263.97	6547.96
1		06/18/2023	06:13:48	27.5	0.62	2270.52	6550.0
1		06/18/2023	06:13:49	27.56	0.56	2277.07	6552.01
1		06/18/2023	06:13:50	27.62	0.49	2283.62	6553.99
1		06/18/2023	06:13:51	27.68	0.43	2290.18	6555.95
1		06/18/2023	06:13:52	27.74	0.37	2296.73	6557.89
1		06/18/2023	06:13:53	27.8	0.32	2303.29	6559.8
1		06/18/2023	06:13:54	27.85	0.26	2309.85	6561.69
1		06/18/2023	06:13:55	27.91	0.2	2316.41	6563.55
1		06/18/2023	06:13:56	27.97	0.14	2322.98	6565.39
1		06/18/2023	06:13:57	28.03	0.08	2329.55	6567.21
1		06/18/2023	06:13:58	28.08	0.02	2336.11	6569.0
1	LOS	06/18/2023	06:13:58	28.1	-0.0	2338.15	6569.56
